type	taxid
artificial_sequences	254097
artificial_sequences	254251
artificial_sequences	254255
artificial_sequences	254256
artificial_sequences	254257
artificial_sequences	254404
artificial_sequences	254416
artificial_sequences	254417
artificial_sequences	254418
artificial_sequences	254419
artificial_sequences	255043
artificial_sequences	255132
artificial_sequences	255240
artificial_sequences	255328
artificial_sequences	255329
artificial_sequences	255362
artificial_sequences	256321
artificial_sequences	257025
artificial_sequences	257504
artificial_sequences	257505
artificial_sequences	257506
artificial_sequences	257507
artificial_sequences	257508
artificial_sequences	257509
artificial_sequences	257510
artificial_sequences	257511
artificial_sequences	257512
artificial_sequences	257513
artificial_sequences	257514
artificial_sequences	257515
artificial_sequences	257516
artificial_sequences	257517
artificial_sequences	257518
artificial_sequences	257519
artificial_sequences	257520
artificial_sequences	257525
artificial_sequences	257526
artificial_sequences	257527
artificial_sequences	257528
artificial_sequences	257529
artificial_sequences	257530
artificial_sequences	257726
artificial_sequences	257727
artificial_sequences	257728
artificial_sequences	257729
artificial_sequences	257982
artificial_sequences	257983
artificial_sequences	258023
artificial_sequences	258595
artificial_sequences	258837
artificial_sequences	258973
artificial_sequences	258974
artificial_sequences	258975
artificial_sequences	258976
artificial_sequences	259258
artificial_sequences	259259
artificial_sequences	259260
artificial_sequences	259386
artificial_sequences	259387
artificial_sequences	259388
artificial_sequences	259680
artificial_sequences	260048
artificial_sequences	260901
artificial_sequences	261396
artificial_sequences	261397
artificial_sequences	261398
artificial_sequences	261399
artificial_sequences	262220
artificial_sequences	262221
artificial_sequences	262222
artificial_sequences	262223
artificial_sequences	262534
artificial_sequences	262567
artificial_sequences	262568
artificial_sequences	262647
artificial_sequences	262745
artificial_sequences	262746
artificial_sequences	262747
artificial_sequences	262748
artificial_sequences	262787
artificial_sequences	262788
artificial_sequences	263359
artificial_sequences	263730
artificial_sequences	263731
artificial_sequences	263732
artificial_sequences	263733
artificial_sequences	263791
artificial_sequences	263991
artificial_sequences	263992
artificial_sequences	264190
artificial_sequences	264191
artificial_sequences	264504
artificial_sequences	264698
artificial_sequences	264699
artificial_sequences	264725
artificial_sequences	264726
artificial_sequences	264728
artificial_sequences	266069
artificial_sequences	266070
artificial_sequences	266244
artificial_sequences	266783
artificial_sequences	267411
artificial_sequences	267412
artificial_sequences	267413
artificial_sequences	267414
artificial_sequences	267415
artificial_sequences	267416
artificial_sequences	267417
artificial_sequences	267418
artificial_sequences	267419
artificial_sequences	267420
artificial_sequences	267421
artificial_sequences	267422
artificial_sequences	267423
artificial_sequences	267424
artificial_sequences	267425
artificial_sequences	267428
artificial_sequences	267430
artificial_sequences	267431
artificial_sequences	267648
artificial_sequences	267887
artificial_sequences	268221
artificial_sequences	268222
artificial_sequences	268223
artificial_sequences	268224
artificial_sequences	268234
artificial_sequences	268235
artificial_sequences	268236
artificial_sequences	268479
artificial_sequences	268730
artificial_sequences	268731
artificial_sequences	268732
artificial_sequences	268733
artificial_sequences	268734
artificial_sequences	268856
artificial_sequences	269117
artificial_sequences	269118
artificial_sequences	269119
artificial_sequences	269149
artificial_sequences	269273
artificial_sequences	269307
artificial_sequences	270493
artificial_sequences	271169
artificial_sequences	271928
artificial_sequences	272702
artificial_sequences	272703
artificial_sequences	272704
artificial_sequences	272705
artificial_sequences	272706
artificial_sequences	272707
artificial_sequences	272747
artificial_sequences	272941
artificial_sequences	273680
artificial_sequences	274542
artificial_sequences	274543
artificial_sequences	274544
artificial_sequences	274545
artificial_sequences	274546
artificial_sequences	274547
artificial_sequences	274579
artificial_sequences	274580
artificial_sequences	274581
artificial_sequences	274582
artificial_sequences	274583
artificial_sequences	274589
artificial_sequences	274590
artificial_sequences	274625
artificial_sequences	274626
artificial_sequences	274627
artificial_sequences	275438
artificial_sequences	275439
artificial_sequences	275440
artificial_sequences	275441
artificial_sequences	275442
artificial_sequences	275443
artificial_sequences	275444
artificial_sequences	275445
artificial_sequences	275446
artificial_sequences	279697
artificial_sequences	279775
artificial_sequences	279777
artificial_sequences	279778
artificial_sequences	279779
artificial_sequences	279780
artificial_sequences	279781
artificial_sequences	279782
artificial_sequences	279783
artificial_sequences	279784
artificial_sequences	279974
artificial_sequences	279975
artificial_sequences	280037
artificial_sequences	280045
artificial_sequences	280595
artificial_sequences	280785
artificial_sequences	280786
artificial_sequences	281394
artificial_sequences	282076
artificial_sequences	282192
artificial_sequences	282193
artificial_sequences	282194
artificial_sequences	282195
artificial_sequences	283795
artificial_sequences	283879
artificial_sequences	283880
artificial_sequences	283954
artificial_sequences	283955
artificial_sequences	284146
artificial_sequences	284151
artificial_sequences	284152
artificial_sequences	284153
artificial_sequences	284154
artificial_sequences	284155
artificial_sequences	284156
artificial_sequences	284157
artificial_sequences	284158
artificial_sequences	284487
artificial_sequences	284488
artificial_sequences	284489
artificial_sequences	284490
artificial_sequences	284491
artificial_sequences	284806
artificial_sequences	284807
artificial_sequences	284808
artificial_sequences	284997
artificial_sequences	284998
artificial_sequences	284999
artificial_sequences	285000
artificial_sequences	285176
artificial_sequences	285177
artificial_sequences	285261
artificial_sequences	285264
artificial_sequences	285265
artificial_sequences	285585
artificial_sequences	285586
artificial_sequences	285587
artificial_sequences	285601
artificial_sequences	286693
artificial_sequences	288963
artificial_sequences	288964
artificial_sequences	289229
artificial_sequences	289230
artificial_sequences	289231
artificial_sequences	289232
artificial_sequences	290435
artificial_sequences	290436
artificial_sequences	291034
artificial_sequences	291197
artificial_sequences	291198
artificial_sequences	291271
artificial_sequences	291298
artificial_sequences	291515
artificial_sequences	291517
artificial_sequences	292598
artificial_sequences	292599
artificial_sequences	292600
artificial_sequences	292601
artificial_sequences	292602
artificial_sequences	292603
artificial_sequences	292604
artificial_sequences	292605
artificial_sequences	293288
artificial_sequences	293289
artificial_sequences	293290
artificial_sequences	293291
artificial_sequences	293292
artificial_sequences	293293
artificial_sequences	293294
artificial_sequences	293295
artificial_sequences	293296
artificial_sequences	293464
artificial_sequences	293597
artificial_sequences	293730
artificial_sequences	293967
artificial_sequences	293968
artificial_sequences	294753
artificial_sequences	294754
artificial_sequences	294755
artificial_sequences	294756
artificial_sequences	294757
artificial_sequences	295022
artificial_sequences	295023
artificial_sequences	295024
artificial_sequences	295032
artificial_sequences	295033
artificial_sequences	295087
artificial_sequences	295514
artificial_sequences	296376
artificial_sequences	296377
artificial_sequences	296595
artificial_sequences	296596
artificial_sequences	296638
artificial_sequences	296639
artificial_sequences	296640
artificial_sequences	296659
artificial_sequences	296660
artificial_sequences	296661
artificial_sequences	296662
artificial_sequences	296663
artificial_sequences	296664
artificial_sequences	296665
artificial_sequences	296666
artificial_sequences	296667
artificial_sequences	296668
artificial_sequences	297627
artificial_sequences	297628
artificial_sequences	297629
artificial_sequences	297630
artificial_sequences	297631
artificial_sequences	297632
artificial_sequences	297633
artificial_sequences	297634
artificial_sequences	297635
artificial_sequences	297636
artificial_sequences	298282
artificial_sequences	298283
artificial_sequences	298284
artificial_sequences	298285
artificial_sequences	298358
artificial_sequences	299172
artificial_sequences	299173
artificial_sequences	299174
artificial_sequences	299175
artificial_sequences	299176
artificial_sequences	299177
artificial_sequences	299178
artificial_sequences	299179
artificial_sequences	299180
artificial_sequences	299181
artificial_sequences	299182
artificial_sequences	299183
artificial_sequences	299184
artificial_sequences	299185
artificial_sequences	299186
artificial_sequences	299187
artificial_sequences	299188
artificial_sequences	299443
artificial_sequences	299444
artificial_sequences	299445
artificial_sequences	299446
artificial_sequences	299464
artificial_sequences	299811
artificial_sequences	300483
artificial_sequences	300847
artificial_sequences	301028
artificial_sequences	301048
artificial_sequences	301350
artificial_sequences	301535
artificial_sequences	301536
artificial_sequences	301537
artificial_sequences	301561
artificial_sequences	301562
artificial_sequences	301563
artificial_sequences	301564
artificial_sequences	301565
artificial_sequences	301566
artificial_sequences	301567
artificial_sequences	301568
artificial_sequences	301569
artificial_sequences	301570
artificial_sequences	301571
artificial_sequences	301572
artificial_sequences	301573
artificial_sequences	301574
artificial_sequences	301575
artificial_sequences	301576
artificial_sequences	301577
artificial_sequences	301578
artificial_sequences	301579
artificial_sequences	301580
artificial_sequences	301581
artificial_sequences	301582
artificial_sequences	301583
artificial_sequences	301584
artificial_sequences	301958
artificial_sequences	303083
artificial_sequences	303227
artificial_sequences	303680
artificial_sequences	303937
artificial_sequences	303938
artificial_sequences	303939
artificial_sequences	303940
artificial_sequences	303941
artificial_sequences	303942
artificial_sequences	304772
artificial_sequences	305119
artificial_sequences	305794
artificial_sequences	306374
artificial_sequences	306375
artificial_sequences	306580
artificial_sequences	307504
artificial_sequences	307505
artificial_sequences	308035
artificial_sequences	308036
artificial_sequences	308037
artificial_sequences	308038
artificial_sequences	308695
artificial_sequences	308696
artificial_sequences	308697
artificial_sequences	308698
artificial_sequences	308699
artificial_sequences	308700
artificial_sequences	308701
artificial_sequences	308702
artificial_sequences	308864
artificial_sequences	308867
artificial_sequences	308868
artificial_sequences	308869
artificial_sequences	308969
artificial_sequences	309054
artificial_sequences	309055
artificial_sequences	309056
artificial_sequences	309057
artificial_sequences	309058
artificial_sequences	309059
artificial_sequences	309131
artificial_sequences	309750
artificial_sequences	309977
artificial_sequences	310382
artificial_sequences	310383
artificial_sequences	310384
artificial_sequences	311214
artificial_sequences	311215
artificial_sequences	311216
artificial_sequences	311313
artificial_sequences	311337
artificial_sequences	312804
artificial_sequences	313406
artificial_sequences	313407
artificial_sequences	313619
artificial_sequences	313620
artificial_sequences	313621
artificial_sequences	313622
artificial_sequences	313915
artificial_sequences	313916
artificial_sequences	313917
artificial_sequences	314049
artificial_sequences	314050
artificial_sequences	314306
artificial_sequences	315263
artificial_sequences	315455
artificial_sequences	315474
artificial_sequences	316383
artificial_sequences	316466
artificial_sequences	316599
artificial_sequences	316972
artificial_sequences	316973
artificial_sequences	316974
artificial_sequences	316975
artificial_sequences	317473
artificial_sequences	318995
artificial_sequences	319477
artificial_sequences	319478
artificial_sequences	319836
artificial_sequences	321071
artificial_sequences	321303
artificial_sequences	321764
artificial_sequences	321765
artificial_sequences	322510
artificial_sequences	322727
artificial_sequences	322728
artificial_sequences	323687
artificial_sequences	323987
artificial_sequences	324059
artificial_sequences	324060
artificial_sequences	324061
artificial_sequences	324062
artificial_sequences	324063
artificial_sequences	324064
artificial_sequences	324065
artificial_sequences	324066
artificial_sequences	324067
artificial_sequences	324068
artificial_sequences	324138
artificial_sequences	326023
artificial_sequences	326201
artificial_sequences	326399
artificial_sequences	326400
artificial_sequences	326496
artificial_sequences	326497
artificial_sequences	326498
artificial_sequences	326499
artificial_sequences	326500
artificial_sequences	326501
artificial_sequences	326502
artificial_sequences	326503
artificial_sequences	326504
artificial_sequences	326505
artificial_sequences	326506
artificial_sequences	326507
artificial_sequences	326508
artificial_sequences	326509
artificial_sequences	326510
artificial_sequences	326511
artificial_sequences	326512
artificial_sequences	326513
artificial_sequences	326514
artificial_sequences	326515
artificial_sequences	326516
artificial_sequences	326517
artificial_sequences	326518
artificial_sequences	326519
artificial_sequences	327037
artificial_sequences	327973
artificial_sequences	327974
artificial_sequences	328298
artificial_sequences	328375
artificial_sequences	328508
artificial_sequences	328606
artificial_sequences	328607
artificial_sequences	328809
artificial_sequences	328810
artificial_sequences	329386
artificial_sequences	329387
artificial_sequences	329402
artificial_sequences	329480
artificial_sequences	329577
artificial_sequences	329805
artificial_sequences	329806
artificial_sequences	329970
artificial_sequences	329971
artificial_sequences	330400
artificial_sequences	330877
artificial_sequences	331529
artificial_sequences	331619
artificial_sequences	331655
artificial_sequences	331656
artificial_sequences	332333
artificial_sequences	332412
artificial_sequences	332413
artificial_sequences	332414
artificial_sequences	332514
artificial_sequences	332515
artificial_sequences	332526
artificial_sequences	332945
artificial_sequences	333346
artificial_sequences	333700
artificial_sequences	333985
artificial_sequences	334821
artificial_sequences	334859
artificial_sequences	334946
artificial_sequences	334947
artificial_sequences	334948
artificial_sequences	334949
artificial_sequences	334950
artificial_sequences	334951
artificial_sequences	334952
artificial_sequences	334953
artificial_sequences	334954
artificial_sequences	334955
artificial_sequences	334956
artificial_sequences	334957
artificial_sequences	334958
artificial_sequences	334959
artificial_sequences	334960
artificial_sequences	334961
artificial_sequences	334962
artificial_sequences	334963
artificial_sequences	334964
artificial_sequences	334965
artificial_sequences	334966
artificial_sequences	334967
artificial_sequences	334968
artificial_sequences	334969
artificial_sequences	334970
artificial_sequences	334971
artificial_sequences	334972
artificial_sequences	334973
artificial_sequences	334974
artificial_sequences	334975
artificial_sequences	335384
artificial_sequences	335385
artificial_sequences	335386
artificial_sequences	335387
artificial_sequences	335691
artificial_sequences	335692
artificial_sequences	335693
artificial_sequences	335694
artificial_sequences	335695
artificial_sequences	335696
artificial_sequences	335697
artificial_sequences	336627
artificial_sequences	336695
artificial_sequences	336696
artificial_sequences	336697
artificial_sequences	336698
artificial_sequences	336699
artificial_sequences	336700
artificial_sequences	336701
artificial_sequences	336702
artificial_sequences	336782
artificial_sequences	337211
artificial_sequences	338057
artificial_sequences	338425
artificial_sequences	338426
artificial_sequences	339413
artificial_sequences	339414
artificial_sequences	339415
artificial_sequences	339416
artificial_sequences	339417
artificial_sequences	339418
artificial_sequences	339959
artificial_sequences	340098
artificial_sequences	341048
artificial_sequences	341168
artificial_sequences	341219
artificial_sequences	341547
artificial_sequences	341548
artificial_sequences	341549
artificial_sequences	341550
artificial_sequences	341551
artificial_sequences	341552
artificial_sequences	341830
artificial_sequences	342567
artificial_sequences	342568
artificial_sequences	342893
artificial_sequences	342894
artificial_sequences	342895
artificial_sequences	342896
artificial_sequences	342897
artificial_sequences	342898
artificial_sequences	343456
artificial_sequences	343720
artificial_sequences	343721
artificial_sequences	343722
artificial_sequences	343723
artificial_sequences	343724
artificial_sequences	343725
artificial_sequences	343726
artificial_sequences	343727
artificial_sequences	343728
artificial_sequences	343729
artificial_sequences	343730
artificial_sequences	343731
artificial_sequences	343987
artificial_sequences	343988
artificial_sequences	345407
artificial_sequences	345408
artificial_sequences	345409
artificial_sequences	346084
artificial_sequences	346085
artificial_sequences	346086
artificial_sequences	346087
artificial_sequences	346088
artificial_sequences	346089
artificial_sequences	346090
artificial_sequences	346091
artificial_sequences	346092
artificial_sequences	346093
artificial_sequences	346094
artificial_sequences	346095
artificial_sequences	346225
artificial_sequences	346226
artificial_sequences	346607
artificial_sequences	346608
artificial_sequences	348044
artificial_sequences	348099
artificial_sequences	348104
artificial_sequences	348692
artificial_sequences	349290
artificial_sequences	349291
artificial_sequences	349292
artificial_sequences	349293
artificial_sequences	349294
artificial_sequences	349295
artificial_sequences	349296
artificial_sequences	349297
artificial_sequences	350084
artificial_sequences	350786
artificial_sequences	350787
artificial_sequences	351347
artificial_sequences	351698
artificial_sequences	351699
artificial_sequences	351700
artificial_sequences	352213
artificial_sequences	352214
artificial_sequences	352385
artificial_sequences	352386
artificial_sequences	353543
artificial_sequences	354252
artificial_sequences	354253
artificial_sequences	354254
artificial_sequences	354255
artificial_sequences	354256
artificial_sequences	354257
artificial_sequences	354258
artificial_sequences	355281
artificial_sequences	355542
artificial_sequences	355544
artificial_sequences	355545
artificial_sequences	356365
artificial_sequences	356366
artificial_sequences	356367
artificial_sequences	356368
artificial_sequences	356369
artificial_sequences	356370
artificial_sequences	356371
artificial_sequences	356372
artificial_sequences	356373
artificial_sequences	356374
artificial_sequences	356375
artificial_sequences	356376
artificial_sequences	356377
artificial_sequences	356550
artificial_sequences	356551
artificial_sequences	356895
artificial_sequences	357872
artificial_sequences	357972
artificial_sequences	358647
artificial_sequences	359910
artificial_sequences	360165
artificial_sequences	360166
artificial_sequences	360167
artificial_sequences	360321
artificial_sequences	360401
artificial_sequences	360581
artificial_sequences	361228
artificial_sequences	362223
artificial_sequences	362501
artificial_sequences	362869
artificial_sequences	363018
artificial_sequences	363226
artificial_sequences	363519
artificial_sequences	363520
artificial_sequences	363575
artificial_sequences	364083
artificial_sequences	364084
artificial_sequences	364085
artificial_sequences	364086
artificial_sequences	364087
artificial_sequences	364089
artificial_sequences	364090
artificial_sequences	364091
artificial_sequences	364092
artificial_sequences	364947
artificial_sequences	364948
artificial_sequences	365453
artificial_sequences	365454
artificial_sequences	365455
artificial_sequences	365456
artificial_sequences	366494
artificial_sequences	366932
artificial_sequences	369432
artificial_sequences	369433
artificial_sequences	369922
artificial_sequences	369923
artificial_sequences	369924
artificial_sequences	369925
artificial_sequences	370428
artificial_sequences	370440
artificial_sequences	370447
artificial_sequences	370474
artificial_sequences	370580
artificial_sequences	370581
artificial_sequences	370582
artificial_sequences	370583
artificial_sequences	370584
artificial_sequences	370585
artificial_sequences	370586
artificial_sequences	370944
artificial_sequences	370945
artificial_sequences	370946
artificial_sequences	370947
artificial_sequences	370948
artificial_sequences	370949
artificial_sequences	370950
artificial_sequences	372020
artificial_sequences	374280
artificial_sequences	374885
artificial_sequences	374886
artificial_sequences	374887
artificial_sequences	374888
artificial_sequences	374889
artificial_sequences	374890
artificial_sequences	374891
artificial_sequences	374892
artificial_sequences	374893
artificial_sequences	374894
artificial_sequences	374895
artificial_sequences	374896
artificial_sequences	374897
artificial_sequences	374898
artificial_sequences	374899
artificial_sequences	375452
artificial_sequences	375858
artificial_sequences	375859
artificial_sequences	375860
artificial_sequences	375861
artificial_sequences	375862
artificial_sequences	375863
artificial_sequences	375864
artificial_sequences	375865
artificial_sequences	375866
artificial_sequences	375867
artificial_sequences	375868
artificial_sequences	375869
artificial_sequences	375870
artificial_sequences	375871
artificial_sequences	375872
artificial_sequences	375873
artificial_sequences	375874
artificial_sequences	375875
artificial_sequences	375876
artificial_sequences	375877
artificial_sequences	375878
artificial_sequences	375879
artificial_sequences	375880
artificial_sequences	375881
artificial_sequences	375882
artificial_sequences	375883
artificial_sequences	375884
artificial_sequences	375885
artificial_sequences	375886
artificial_sequences	376839
artificial_sequences	376840
artificial_sequences	376841
artificial_sequences	376842
artificial_sequences	376843
artificial_sequences	376844
artificial_sequences	376845
artificial_sequences	376846
artificial_sequences	376847
artificial_sequences	377356
artificial_sequences	377357
artificial_sequences	378040
artificial_sequences	378727
artificial_sequences	378728
artificial_sequences	378729
artificial_sequences	379318
artificial_sequences	379573
artificial_sequences	379574
artificial_sequences	379605
artificial_sequences	379606
artificial_sequences	380046
artificial_sequences	380061
artificial_sequences	380356
artificial_sequences	380357
artificial_sequences	380401
artificial_sequences	380483
artificial_sequences	380637
artificial_sequences	380731
artificial_sequences	380732
artificial_sequences	381739
artificial_sequences	381740
artificial_sequences	382153
artificial_sequences	382154
artificial_sequences	382155
artificial_sequences	382156
artificial_sequences	382375
artificial_sequences	382399
artificial_sequences	382402
artificial_sequences	382403
artificial_sequences	382938
artificial_sequences	382939
artificial_sequences	382940
artificial_sequences	382941
artificial_sequences	382942
artificial_sequences	382946
artificial_sequences	382947
artificial_sequences	382948
artificial_sequences	383983
artificial_sequences	383984
artificial_sequences	383985
artificial_sequences	383986
artificial_sequences	383987
artificial_sequences	383988
artificial_sequences	383989
artificial_sequences	383990
artificial_sequences	383991
artificial_sequences	383992
artificial_sequences	383993
artificial_sequences	383994
artificial_sequences	383995
artificial_sequences	383996
artificial_sequences	384036
artificial_sequences	385051
artificial_sequences	386594
artificial_sequences	386595
artificial_sequences	387851
artificial_sequences	387852
artificial_sequences	387935
artificial_sequences	387955
artificial_sequences	388335
artificial_sequences	388336
artificial_sequences	388337
artificial_sequences	388338
artificial_sequences	389357
artificial_sequences	390512
artificial_sequences	390513
artificial_sequences	390862
artificial_sequences	390900
artificial_sequences	390901
artificial_sequences	390908
artificial_sequences	390909
artificial_sequences	390910
artificial_sequences	390911
artificial_sequences	390912
artificial_sequences	390913
artificial_sequences	390914
artificial_sequences	390915
artificial_sequences	390916
artificial_sequences	390917
artificial_sequences	390918
artificial_sequences	391007
artificial_sequences	391836
artificial_sequences	391990
artificial_sequences	391991
artificial_sequences	391992
artificial_sequences	391993
artificial_sequences	391994
artificial_sequences	391995
artificial_sequences	391996
artificial_sequences	391997
artificial_sequences	391998
artificial_sequences	393134
artificial_sequences	393135
artificial_sequences	393136
artificial_sequences	393137
artificial_sequences	393138
artificial_sequences	393139
artificial_sequences	393298
artificial_sequences	393299
artificial_sequences	393300
artificial_sequences	393301
artificial_sequences	393482
artificial_sequences	393483
artificial_sequences	394040
artificial_sequences	394265
artificial_sequences	395074
artificial_sequences	396055
artificial_sequences	396412
artificial_sequences	396413
artificial_sequences	396415
artificial_sequences	396799
artificial_sequences	398030
artificial_sequences	398055
artificial_sequences	398056
artificial_sequences	398057
artificial_sequences	398058
artificial_sequences	398755
artificial_sequences	398756
artificial_sequences	399186
artificial_sequences	399388
artificial_sequences	399389
artificial_sequences	399390
artificial_sequences	399598
artificial_sequences	399678
artificial_sequences	400017
artificial_sequences	400018
artificial_sequences	400019
artificial_sequences	400020
artificial_sequences	400021
artificial_sequences	400022
artificial_sequences	400031
artificial_sequences	400032
artificial_sequences	400350
artificial_sequences	400687
artificial_sequences	400701
artificial_sequences	402067
artificial_sequences	402068
artificial_sequences	402069
artificial_sequences	402070
artificial_sequences	402071
artificial_sequences	402072
artificial_sequences	402073
artificial_sequences	402074
artificial_sequences	402237
artificial_sequences	402735
artificial_sequences	402769
artificial_sequences	404005
artificial_sequences	404006
artificial_sequences	404016
artificial_sequences	404017
artificial_sequences	404018
artificial_sequences	404019
artificial_sequences	404020
artificial_sequences	404021
artificial_sequences	404022
artificial_sequences	404023
artificial_sequences	404024
artificial_sequences	404025
artificial_sequences	404026
artificial_sequences	404027
artificial_sequences	404028
artificial_sequences	404029
artificial_sequences	404219
artificial_sequences	404306
artificial_sequences	404307
artificial_sequences	404308
artificial_sequences	404309
artificial_sequences	404940
artificial_sequences	405758
artificial_sequences	405927
artificial_sequences	405931
artificial_sequences	405932
artificial_sequences	405933
artificial_sequences	405934
artificial_sequences	406716
artificial_sequences	406720
artificial_sequences	406721
artificial_sequences	406722
artificial_sequences	406740
artificial_sequences	407181
artificial_sequences	407182
artificial_sequences	407183
artificial_sequences	407184
artificial_sequences	407185
artificial_sequences	407186
artificial_sequences	407187
artificial_sequences	407281
artificial_sequences	407282
artificial_sequences	407283
artificial_sequences	407284
artificial_sequences	407285
artificial_sequences	407286
artificial_sequences	407393
artificial_sequences	407824
artificial_sequences	407944
artificial_sequences	407945
artificial_sequences	407981
artificial_sequences	407983
artificial_sequences	409366
artificial_sequences	409536
artificial_sequences	409537
artificial_sequences	409538
artificial_sequences	409539
artificial_sequences	409540
artificial_sequences	409541
artificial_sequences	409542
artificial_sequences	409543
artificial_sequences	409544
artificial_sequences	409545
artificial_sequences	409546
artificial_sequences	409547
artificial_sequences	409548
artificial_sequences	409549
artificial_sequences	409550
artificial_sequences	409551
artificial_sequences	410002
artificial_sequences	410003
artificial_sequences	410004
artificial_sequences	410732
artificial_sequences	410733
artificial_sequences	410857
artificial_sequences	411666
artificial_sequences	411874
artificial_sequences	411946
artificial_sequences	411947
artificial_sequences	411961
artificial_sequences	412168
artificial_sequences	412169
artificial_sequences	412170
artificial_sequences	412171
artificial_sequences	412753
artificial_sequences	412949
artificial_sequences	412950
artificial_sequences	412951
artificial_sequences	412952
artificial_sequences	412953
artificial_sequences	412954
artificial_sequences	412978
artificial_sequences	412979
artificial_sequences	412980
artificial_sequences	412981
artificial_sequences	412982
artificial_sequences	412983
artificial_sequences	412984
artificial_sequences	412985
artificial_sequences	412986
artificial_sequences	413947
artificial_sequences	413948
artificial_sequences	415098
artificial_sequences	415353
artificial_sequences	415354
artificial_sequences	415683
artificial_sequences	416331
artificial_sequences	416332
artificial_sequences	416397
artificial_sequences	416398
artificial_sequences	416399
artificial_sequences	416400
artificial_sequences	416401
artificial_sequences	416402
artificial_sequences	417980
artificial_sequences	417981
artificial_sequences	417992
artificial_sequences	418828
artificial_sequences	418829
artificial_sequences	418830
artificial_sequences	418929
artificial_sequences	419107
artificial_sequences	419242
artificial_sequences	419243
artificial_sequences	419244
artificial_sequences	419245
artificial_sequences	419246
artificial_sequences	419247
artificial_sequences	419248
artificial_sequences	419249
artificial_sequences	419250
artificial_sequences	419251
artificial_sequences	419252
artificial_sequences	419254
artificial_sequences	419255
artificial_sequences	419256
artificial_sequences	419446
artificial_sequences	419447
artificial_sequences	419448
artificial_sequences	419449
artificial_sequences	419450
artificial_sequences	419451
artificial_sequences	419452
artificial_sequences	419453
artificial_sequences	419454
artificial_sequences	419455
artificial_sequences	419456
artificial_sequences	419457
artificial_sequences	419458
artificial_sequences	419459
artificial_sequences	419460
artificial_sequences	419461
artificial_sequences	419462
artificial_sequences	419463
artificial_sequences	419464
artificial_sequences	419465
artificial_sequences	419466
artificial_sequences	419545
artificial_sequences	419546
artificial_sequences	419547
artificial_sequences	419548
artificial_sequences	419549
artificial_sequences	419550
artificial_sequences	419551
artificial_sequences	419552
artificial_sequences	419553
artificial_sequences	419554
artificial_sequences	419555
artificial_sequences	419556
artificial_sequences	419557
artificial_sequences	419558
artificial_sequences	419559
artificial_sequences	419560
artificial_sequences	419561
artificial_sequences	419562
artificial_sequences	419563
artificial_sequences	419564
artificial_sequences	419565
artificial_sequences	419566
artificial_sequences	419567
artificial_sequences	419568
artificial_sequences	419569
artificial_sequences	419570
artificial_sequences	419571
artificial_sequences	419572
artificial_sequences	419573
artificial_sequences	419574
artificial_sequences	419575
artificial_sequences	419576
artificial_sequences	419577
artificial_sequences	419578
artificial_sequences	419579
artificial_sequences	419580
artificial_sequences	419581
artificial_sequences	419582
artificial_sequences	419583
artificial_sequences	419584
artificial_sequences	420185
artificial_sequences	420414
artificial_sequences	420517
artificial_sequences	420518
artificial_sequences	420519
artificial_sequences	420520
artificial_sequences	420521
artificial_sequences	420618
artificial_sequences	420886
artificial_sequences	421738
artificial_sequences	421739
artificial_sequences	421740
artificial_sequences	421741
artificial_sequences	421868
artificial_sequences	421869
artificial_sequences	421897
artificial_sequences	421898
artificial_sequences	421945
artificial_sequences	422181
artificial_sequences	422182
artificial_sequences	422183
artificial_sequences	422184
artificial_sequences	422185
artificial_sequences	422186
artificial_sequences	422187
artificial_sequences	422188
artificial_sequences	422189
artificial_sequences	422190
artificial_sequences	422191
artificial_sequences	422192
artificial_sequences	422193
artificial_sequences	422194
artificial_sequences	422195
artificial_sequences	422196
artificial_sequences	422197
artificial_sequences	422198
artificial_sequences	422498
artificial_sequences	422499
artificial_sequences	423227
artificial_sequences	423228
artificial_sequences	423229
artificial_sequences	423230
artificial_sequences	423231
artificial_sequences	423232
artificial_sequences	423233
artificial_sequences	423234
artificial_sequences	423235
artificial_sequences	423236
artificial_sequences	423237
artificial_sequences	423238
artificial_sequences	423239
artificial_sequences	423256
artificial_sequences	423257
artificial_sequences	423258
artificial_sequences	424500
artificial_sequences	424807
artificial_sequences	424808
artificial_sequences	424809
artificial_sequences	424810
artificial_sequences	424811
artificial_sequences	424899
artificial_sequences	424900
artificial_sequences	424901
artificial_sequences	425267
artificial_sequences	425268
artificial_sequences	425269
artificial_sequences	425270
artificial_sequences	425271
artificial_sequences	426112
artificial_sequences	426303
artificial_sequences	426714
artificial_sequences	426715
artificial_sequences	426952
artificial_sequences	426953
artificial_sequences	426954
artificial_sequences	426955
artificial_sequences	426956
artificial_sequences	426957
artificial_sequences	426958
artificial_sequences	426959
artificial_sequences	426960
artificial_sequences	426961
artificial_sequences	426962
artificial_sequences	426963
artificial_sequences	426964
artificial_sequences	426965
artificial_sequences	426966
artificial_sequences	426967
artificial_sequences	426968
artificial_sequences	426969
artificial_sequences	426970
artificial_sequences	426971
artificial_sequences	426972
artificial_sequences	426973
artificial_sequences	426974
artificial_sequences	426975
artificial_sequences	426976
artificial_sequences	426977
artificial_sequences	426978
artificial_sequences	426979
artificial_sequences	426980
artificial_sequences	426981
artificial_sequences	426982
artificial_sequences	426983
artificial_sequences	426984
artificial_sequences	426985
artificial_sequences	426986
